,matricula,situacao,ano,turma
63,20170031974,APROVADO,2017.2,04C
64,2015091210,REPROVADO,2017.2,04C
65,20170032757,APROVADO,2017.2,04C
66,20170039337,REPROVADO,2017.2,04C
67,20170031778,REPROVADO,2017.2,04C
68,20170044533,REPROVADO,2017.2,04C
69,20170032210,REPROVADO,2017.2,04C
70,20170045058,REPROVADO,2017.2,04C
71,20170039079,REPROVADO,2017.2,04C
72,20170040777,REPROVADO,2017.2,04C
73,20160153599,APROVADO POR NOTA,2017.2,04C
74,20170031277,REPROVADO,2017.2,04C
75,20170101890,APROVADO POR NOTA,2017.2,04C
76,20170036890,APROVADO,2017.2,04C
77,20160141730,APROVADO POR NOTA,2017.2,04C
78,20170040712,APROVADO,2017.2,04A
79,20170037477,REPROVADO,2017.2,04A
80,20170041836,APROVADO,2017.2,04A
81,2016012919,APROVADO POR NOTA,2017.2,04A
82,20170035196,APROVADO POR NOTA,2017.2,04A
83,2016096445,APROVADO,2017.2,04A
84,20170041077,APROVADO,2017.2,04A
85,20170039490,APROVADO POR NOTA,2017.2,04A
86,20170037539,REPROVADO,2017.2,04A
87,20170031590,APROVADO,2017.2,04A
88,20170042619,APROVADO,2017.2,04A
89,20170031375,APROVADO,2017.2,04A
90,20170032372,REPROVADO,2017.2,04A
91,20170034475,APROVADO,2017.2,04A
92,20170031099,APROVADO,2017.2,04A
93,20160111060,REPROVADO,2017.2,02C
94,20170030799,APROVADO,2017.2,02C
95,20170030458,APROVADO,2017.2,02C
96,20170034072,APROVADO,2017.2,02C
97,20170033899,APROVADO,2017.2,02C
98,20170033511,APROVADO,2017.2,02C
99,2015007932,REPROVADO,2017.2,02C
100,20170031034,APROVADO POR NOTA,2017.2,02C
101,20170031070,APROVADO,2017.2,02C
102,2015094491,APROVADO,2017.2,02C
103,20170031876,APROVADO,2017.2,02C
104,20160142085,REPROVADO,2017.2,02C
105,20170030995,REPROVADO,2017.2,02C
106,20170033638,REPROVADO POR NOTA,2017.2,02C
107,20170041792,REPROVADO,2017.2,02C
108,20170035113,APROVADO,2017.2,02C
109,2015007960,APROVADO POR NOTA,2017.2,02C
110,20170030959,REPROVADO,2017.2,02C
111,20170030734,APROVADO POR NOTA,2017.2,02C
112,20170031197,REPROVADO,2017.2,02C
113,20170034457,APROVADO,2017.2,02C
114,20170032078,APROVADO,2017.2,02C
115,20170036059,REPROVADO,2017.2,02C
116,20170095176,APROVADO,2017.2,02C
117,20170003414,APROVADO,2017.2,01C
118,20170030494,REPROVADO,2017.2,01C
119,20170030476,APROVADO,2017.2,01C
120,20170034519,APROVADO POR NOTA,2017.2,01C
121,20170042154,APROVADO,2017.2,01C
122,2016091467,REPROVADO,2017.2,01C
123,20170032935,APROVADO,2017.2,01C
124,20160107881,REPROVADO,2017.2,01C
125,20170032013,REPROVADO POR MÉDIA E POR FALTAS,2017.2,01C
126,20170030618,APROVADO,2017.2,01C
127,2015007950,APROVADO POR NOTA,2017.2,01C
128,2016012454,REPROVADO,2017.2,01C
129,2015092352,REPROVADO,2017.2,01C
130,20170038035,APROVADO,2017.2,01C
131,20170034994,APROVADO,2017.2,01C
132,20170036012,REPROVADO,2017.2,01C
133,20170038590,REPROVADO,2017.2,01C
134,20160108261,APROVADO POR NOTA,2017.2,01C
135,2014085219,REPROVADO,2017.2,01C
136,2016017110,APROVADO POR NOTA,2017.2,01C
137,2016017497,APROVADO,2017.2,05C
138,2016022290,REPROVADO,2017.2,05C
139,20150127110,REPROVADO,2017.2,05C
140,20170041970,APROVADO,2017.2,05C
141,20160146342,REPROVADO,2017.2,05C
142,2016091968,APROVADO POR NOTA,2017.2,05C
143,2016021373,REPROVADO,2017.2,05C
144,20150126239,REPROVADO,2017.2,05C
145,20160142020,REPROVADO,2017.2,05C
146,2016099886,APROVADO,2017.2,05C
147,20160158488,APROVADO POR NOTA,2017.2,05C
148,20160142639,REPROVADO,2017.2,05C
149,20170041433,REPROVADO,2017.2,05C
150,20160142399,APROVADO POR NOTA,2017.2,05C
151,20170043151,REPROVADO,2017.2,05C
152,20160106946,REPROVADO,2017.2,05C
153,20160143171,REPROVADO,2017.2,05C
154,20160159224,REPROVADO,2017.2,05C
155,2016022559,REPROVADO,2017.2,05C
156,20170039838,REPROVADO,2017.2,05C
157,20160107120,REPROVADO,2017.2,05C
158,20160158423,REPROVADO,2017.2,05C
159,20170100857,REPROVADO,2017.2,05C
160,20160141865,REPROVADO,2017.2,05C
161,20170040893,APROVADO POR NOTA,2017.2,05D
162,20170045254,APROVADO,2017.2,05D
163,20160146370,REPROVADO POR NOTA,2017.2,05D
164,2016021515,APROVADO,2017.2,05D
165,20170035098,APROVADO POR NOTA,2017.2,05D
166,20160142746,APROVADO POR NOTA,2017.2,05D
167,2016018313,APROVADO POR NOTA,2017.2,05D
168,20150127094,APROVADO POR NOTA,2017.2,05D
169,20170031992,APROVADO,2017.2,05D
170,20170044195,APROVADO POR NOTA,2017.2,05D
171,20160146450,REPROVADO,2017.2,05D
172,20170040015,APROVADO,2017.2,05D
173,2016016570,REPROVADO,2017.2,05D
174,20160108762,REPROVADO,2017.2,05D
175,20170035033,APROVADO,2017.2,05D
176,2016013676,APROVADO POR NOTA,2017.2,05D
177,20170035875,APROVADO POR NOTA,2017.2,05D
178,20160143350,APROVADO POR NOTA,2017.2,05D
179,20160143289,REPROVADO,2017.2,05D
180,20160108207,REPROVADO,2017.2,05D
181,20170032434,REPROVADO,2017.2,05D
182,20170031651,APROVADO,2017.2,05D
183,20170032416,APROVADO POR NOTA,2017.2,05D
184,20170031830,APROVADO,2017.2,05D
185,20170032990,APROVADO POR NOTA,2017.2,05D
186,20170139029,REPROVADO,2017.2,05D
187,20170042092,REPROVADO,2017.2,01D
188,20170035697,APROVADO,2017.2,01D
189,20170034330,REPROVADO,2017.2,01D
190,20170034878,APROVADO,2017.2,01D
191,20170095873,APROVADO POR NOTA,2017.2,01D
192,20170036219,APROVADO,2017.2,01D
193,20170040552,APROVADO POR NOTA,2017.2,01D
194,20170030556,APROVADO,2017.2,01D
195,20170033235,APROVADO POR NOTA,2017.2,01D
196,20170043035,APROVADO,2017.2,01D
197,20170095579,APROVADO,2017.2,01D
198,20170033039,APROVADO POR NOTA,2017.2,01D
199,20170039810,APROVADO POR NOTA,2017.2,01D
200,20170031295,APROVADO POR NOTA,2017.2,01D
201,20170032096,APROVADO,2017.2,01D
202,20160108940,REPROVADO,2017.2,01D
203,20170031052,APROVADO,2017.2,01D
204,20170097617,REPROVADO POR MÉDIA E POR FALTAS,2017.2,01D
205,20170033496,REPROVADO,2017.2,01D
206,20170102753,APROVADO POR NOTA,2017.2,01D
207,20170035777,APROVADO POR NOTA,2017.2,01D
208,20170034573,REPROVADO,2017.2,01D
209,20170044177,APROVADO,2017.2,01D
210,20170044650,REPROVADO,2017.2,01D
211,20160108889,REPROVADO,2017.2,01D
212,20170044097,APROVADO POR NOTA,2017.2,01D
213,2016014575,APROVADO,2017.2,01D
214,2014084928,REPROVADO,2017.2,05A
215,20170040697,REPROVADO,2017.2,05A
216,20160142648,APROVADO POR NOTA,2017.2,05A
217,20160143690,REPROVADO,2017.2,05A
218,20170031535,APROVADO,2017.2,05A
219,20170040310,APROVADO POR NOTA,2017.2,05A
220,2016017272,REPROVADO,2017.2,05A
221,20160143770,REPROVADO,2017.2,05A
222,20160143313,REPROVADO,2017.2,05A
223,2016099465,REPROVADO,2017.2,05A
224,20160106768,REPROVADO,2017.2,05A
225,20160107504,REPROVADO,2017.2,05A
226,20160108501,REPROVADO,2017.2,05A
227,20160107424,REPROVADO,2017.2,05A
228,20160143091,APROVADO POR NOTA,2017.2,05A
229,2016014477,REPROVADO,2017.2,05A
230,2016012810,REPROVADO,2017.2,05A
231,20170031517,APROVADO,2017.2,05A
232,20170035730,APROVADO,2017.2,05A
233,20170032550,APROVADO,2017.2,05A
234,20160108181,REPROVADO,2017.2,05A
235,20170032710,APROVADO,2017.2,05A
236,20170034279,APROVADO POR NOTA,2017.2,05A
237,2016022719,REPROVADO,2017.2,05A
238,2014057018,REPROVADO,2017.2,05A
239,2016021776,APROVADO,2017.2,02B
240,2016090183,REPROVADO,2017.2,02B
241,20170030538,APROVADO,2017.2,02B
242,20170042637,APROVADO POR NOTA,2017.2,02B
243,20170041390,APROVADO,2017.2,02B
244,20170039776,APROVADO,2017.2,02B
245,20170035070,APROVADO,2017.2,02B
246,20170030636,APROVADO,2017.2,02B
247,20170042252,APROVADO,2017.2,02B
248,20170032953,APROVADO POR NOTA,2017.2,02B
249,20170040258,APROVADO,2017.2,02B
250,20170037136,APROVADO,2017.2,02B
251,20170039551,REPROVADO,2017.2,02B
252,20170031179,APROVADO,2017.2,02B
253,20170040454,APROVADO,2017.2,02B
254,20170036110,APROVADO,2017.2,02B
255,20170038053,APROVADO,2017.2,02B
256,20170036792,REPROVADO,2017.2,02B
257,20170030770,APROVADO,2017.2,02B
258,20170011130,REPROVADO,2017.2,02B
259,20170044373,APROVADO,2017.2,02B
260,20170038213,APROVADO,2017.2,02B
261,2016017719,REPROVADO,2017.2,02B
262,20170037898,APROVADO,2017.2,02B
263,2016097424,REPROVADO,2017.2,02B
264,20170034214,APROVADO,2017.2,02B
265,20170032292,REPROVADO,2017.2,03B
266,20170037332,REPROVADO,2017.2,03B
267,20170034493,REPROVADO,2017.2,03B
268,20170106476,REPROVADO POR MÉDIA E POR FALTAS,2017.2,03B
269,20160100853,REPROVADO POR MÉDIA E POR FALTAS,2017.2,03B
270,2014066278,APROVADO,2017.2,03B
271,20170036916,REPROVADO,2017.2,03B
272,20170039435,APROVADO,2017.2,03B
273,20170038732,REPROVADO,2017.2,03B
274,20170039954,APROVADO,2017.2,03B
275,20170040276,REPROVADO,2017.2,03B
276,2014097363,APROVADO POR NOTA,2017.2,03B
277,2016021355,APROVADO POR NOTA,2017.2,03B
278,20170037655,REPROVADO,2017.2,03B
279,20170042495,REPROVADO,2017.2,03B
280,20160107783,REPROVADO POR MÉDIA E POR FALTAS,2017.2,03B
281,2016094923,REPROVADO,2017.2,03B
282,2016019197,REPROVADO,2017.2,03B
283,2014096393,REPROVADO POR MÉDIA E POR FALTAS,2017.2,03B
284,20170041110,REPROVADO POR MÉDIA E POR FALTAS,2017.2,03B
285,2015093879,REPROVADO POR MÉDIA E POR FALTAS,2017.2,03B
286,20170036872,APROVADO,2017.2,01A
287,20170044776,APROVADO POR NOTA,2017.2,01A
288,20170038797,APROVADO,2017.2,01A
289,20170039972,APROVADO POR NOTA,2017.2,01A
290,20170109100,APROVADO,2017.2,01A
291,20170097537,APROVADO,2017.2,01A
292,20170043939,APROVADO,2017.2,01A
293,20170044711,APROVADO,2017.2,01A
294,20170032274,APROVADO,2017.2,01A
295,20170036390,APROVADO,2017.2,01A
296,20170044130,APROVADO POR NOTA,2017.2,01A
297,20170037234,APROVADO,2017.2,01A
298,20170039453,APROVADO,2017.2,01A
299,20170036513,APROVADO POR NOTA,2017.2,01A
300,20170042314,APROVADO,2017.2,01A
301,20170106538,APROVADO,2017.2,01A
302,20170042332,REPROVADO,2017.2,01A
303,20170031698,APROVADO POR NOTA,2017.2,01A
304,20170034555,APROVADO,2017.2,01A
305,20170032238,APROVADO,2017.2,01A
306,20170096736,APROVADO POR NOTA,2017.2,01A
307,20170097214,APROVADO,2017.2,01A
308,20170095050,APROVADO,2017.2,01A
309,20170031473,APROVADO,2017.2,01A
310,20170041291,APROVADO,2017.2,01A
311,2015092933,APROVADO POR NOTA,2017.2,01A
312,20170033674,APROVADO,2017.2,01A
313,20170033290,APROVADO,2017.2,02A
314,20170045218,APROVADO POR NOTA,2017.2,02A
315,20170041335,APROVADO POR NOTA,2017.2,02A
316,20170033997,APROVADO,2017.2,02A
317,20160106688,APROVADO POR NOTA,2017.2,02A
318,20170101792,APROVADO POR NOTA,2017.2,02A
319,2016097809,REPROVADO,2017.2,02A
320,20170038474,APROVADO,2017.2,02A
321,2016020090,REPROVADO,2017.2,02A
322,20170043071,APROVADO POR NOTA,2017.2,02A
323,20170041710,REPROVADO,2017.2,02A
324,20170036738,APROVADO,2017.2,02A
325,20170038151,APROVADO,2017.2,02A
326,20170038554,APROVADO,2017.2,02A
327,20170032194,APROVADO,2017.2,02A
328,20170036630,APROVADO POR NOTA,2017.2,02A
329,20160142165,REPROVADO,2017.2,02A
330,2016015634,APROVADO POR NOTA,2017.2,02A
331,20170036694,APROVADO POR NOTA,2017.2,02A
332,20160112685,REPROVADO,2017.2,02A
333,2016020456,REPROVADO,2017.2,02A
334,20170153298,APROVADO,2017.2,02A
335,20170034896,APROVADO,2017.2,02A
336,20160154139,REPROVADO POR MÉDIA E POR FALTAS,2017.2,03D
337,20170043536,APROVADO,2017.2,03D
338,20160159144,APROVADO,2017.2,03D
339,2014084786,REPROVADO POR MÉDIA E POR FALTAS,2017.2,03D
340,20170041498,APROVADO,2017.2,03D
341,20170042673,REPROVADO POR MÉDIA E POR FALTAS,2017.2,03D
342,20150125483,APROVADO POR NOTA,2017.2,03D
343,20170035338,APROVADO POR NOTA,2017.2,03D
344,2014081668,APROVADO POR NOTA,2017.2,03D
345,20170095659,APROVADO POR NOTA,2017.2,03D
346,20170039239,APROVADO POR NOTA,2017.2,03D
347,20160142290,REPROVADO,2017.2,03D
348,2015020756,APROVADO POR NOTA,2017.2,02D
349,20170033398,APROVADO,2017.2,02D
350,20170031455,APROVADO,2017.2,02D
351,20170002097,APROVADO,2017.2,02D
352,2016015438,APROVADO POR NOTA,2017.2,02D
353,20170034134,APROVADO POR NOTA,2017.2,02D
354,20170036596,APROVADO POR NOTA,2017.2,02D
355,20170041952,APROVADO,2017.2,02D
356,20170031339,APROVADO,2017.2,02D
357,20160108360,APROVADO,2017.2,02D
358,20170099193,APROVADO POR NOTA,2017.2,02D
359,20160146191,REPROVADO,2017.2,02D
360,20170030977,APROVADO,2017.2,02D
361,20150126130,REPROVADO,2017.2,02D
362,20170034410,APROVADO,2017.2,02D
363,20170034395,REPROVADO,2017.2,02D
364,20170035150,APROVADO,2017.2,02D
365,20170043714,REPROVADO,2017.2,04D
366,20150131865,REPROVADO,2017.2,04D
367,2016017577,REPROVADO,2017.2,04D
368,20160143304,APROVADO POR NOTA,2017.2,04D
369,20170039758,REPROVADO,2017.2,04D
370,20160143340,APROVADO POR NOTA,2017.2,04D
371,20160107649,REPROVADO,2017.2,04D
372,20170032176,APROVADO,2017.2,04D
373,20170037950,APROVADO,2017.2,04D
374,20170038376,APROVADO,2017.2,04D
375,20160143832,REPROVADO,2017.2,04D
376,2016097620,REPROVADO,2017.2,04D
377,20160108904,REPROVADO,2017.2,04D
378,20150139550,REPROVADO,2017.2,04D
379,20170095013,REPROVADO,2017.2,04D
380,2016098000,REPROVADO,2017.2,04D
381,20160142835,REPROVADO,2017.2,04D
382,2016097406,REPROVADO,2017.2,04D
383,20170043017,APROVADO,2017.2,04D
384,20170149034,APROVADO POR NOTA,2017.2,04D
385,20170031713,REPROVADO,2017.2,04D
386,2014096900,REPROVADO,2017.2,04D
387,20170037495,APROVADO,2017.2,04D
388,20170045352,REPROVADO,2017.2,04D
389,20170095210,APROVADO POR NOTA,2017.2,03A
390,20170038358,APROVADO,2017.2,03A
391,20170033932,APROVADO,2017.2,03A
392,20170033816,APROVADO,2017.2,03A
393,20160107148,REPROVADO,2017.2,03A
394,20170031310,APROVADO,2017.2,03A
395,2015016172,APROVADO POR NOTA,2017.2,03A
396,20170036030,APROVADO POR NOTA,2017.2,03A
397,2016090666,REPROVADO POR MÉDIA E POR FALTAS,2017.2,03A
398,20170039210,APROVADO,2017.2,03A
399,20170040338,APROVADO,2017.2,03A
400,20170035516,APROVADO,2017.2,03A
401,20170043358,APROVADO POR NOTA,2017.2,03A
402,2012927879,REPROVADO,2017.2,03A
403,20170036335,APROVADO,2017.2,03A
404,2016010119,REPROVADO,2017.2,03A
405,2013064036,REPROVADO,2017.2,05B
406,2016011279,APROVADO POR NOTA,2017.2,05B
407,20170031670,REPROVADO,2017.2,05B
408,2016099222,APROVADO POR NOTA,2017.2,05B
409,20170042270,APROVADO POR NOTA,2017.2,05B
410,20150127835,REPROVADO,2017.2,05B
411,20160143814,REPROVADO,2017.2,05B
412,20170039598,REPROVADO,2017.2,05B
413,2016022530,REPROVADO,2017.2,05B
414,2016015993,REPROVADO,2017.2,05B
415,20160143627,REPROVADO,2017.2,05B
416,20170038670,APROVADO POR NOTA,2017.2,05B
417,20170146918,REPROVADO,2017.2,05B
418,20170107455,APROVADO,2017.2,05B
419,20160143387,REPROVADO,2017.2,05B
420,20170034054,APROVADO,2017.2,05B
421,20160158503,REPROVADO,2017.2,05B
422,20170037637,APROVADO,2017.2,05B
423,20160142352,REPROVADO,2017.2,05B
424,20170044490,APROVADO POR NOTA,2017.2,05B
425,20160108000,REPROVADO,2017.2,05B
426,2016015699,REPROVADO,2017.2,05B
427,20170035919,REPROVADO,2017.2,05B
428,20160107980,REPROVADO POR NOTA,2017.2,05B
429,20160142530,APROVADO POR NOTA,2017.2,05B
430,20170153233,REPROVADO,2017.2,05B
431,2016010478,REPROVADO,2017.2,05B
